id	created_at	text	retweet_count	favorite_count			
7.89E+17	10/20/2016 1:43	.@TheEconomist ranked Donald Trump and his economic policies as tied for 4th among the greatest risks to the world… https://t.co/NkhnShXEI2	7669	11024			
7.89E+17	10/20/2016 1:40	RT @TheBriefing2016: Here's how easy it would be for Donald Trump to launch a nuclear weapon on a whim. #debatenight https://t.co/iz5idvX94b	676	0			
7.89E+17	10/20/2016 1:39	Terrifying. #DebateNight https://t.co/f14hmRUkkr	2409	5414			
7.89E+17	10/20/2016 1:39	It's been four minutes. Donald Trump could have launched a nuclear weapon by now. #DebateNight https://t.co/vDvFPTKzI0	3760	8389			
7.89E+17	10/20/2016 1:36	RT @TheBriefing2016: These men were responsible for launching nuclear missiles.					
							
They don't want Trump to have that power. #debatenight							
"htt…"""	742	0					
7.89E+17	10/20/2016 1:35	"When the president gives the order to launch a nuclear weapon, that’s it. The officer has to launch. It can take as little as four minutes."	3872	9757			
7.89E+17	10/20/2016 1:34	"""Vladimir Putin...isn't my best friend."" —Donald Trump #DebateNight https://t.co/sMlHIuxvYx"	16181	20588			
7.89E+17	10/20/2016 1:33	RT @TheBriefing2016: There's no question Russia's trying to put their thumb on the scales for Trump. There is a question of why Trump is de…	1159	0			
7.89E+17	10/20/2016 1:32	It's pretty clear that Vladimir Putin would rather have a puppet in the White House than a president. #DebateNight	6115	14624			
7.89E+17	10/20/2016 1:27	"Trump's major policy proposal is to ""build a wall"" and have Mexico pay for it. He choked. Enough said. #DebateNight https://t.co/TakOp35wZl"	2587	5720			
7.89E+17	10/20/2016 1:26	"RT @TheBriefing2016: Donald Trump went to Mexico, got beat in the room, lied about it, and then pretended it never happened. #debatenight h…"	1639	0			
7.89E+17	10/20/2016 1:25	We are not going to build a wall and deport 16 million people. That's not happening. #DebateNight	6377	16628			
7.89E+17	10/20/2016 1:24	"""Hombres""? #DebateNight"	19285	33667			
7.89E+17	10/20/2016 1:22	"RT @TheBriefing2016: Trump attacked immigrants, calling them criminals and rapists—and that was just in his announcement speech. #debate ht…"	579	0			
7.89E+17	10/20/2016 1:21	Trump doesn't know what he's talking about when it comes to women's health. He shouldn't be making the decisions. #DebateNight	9658	24336			
7.89E+17	10/20/2016 1:19	RT @PPact: .@realdonaldtrump pledged to appoint judges who'd overturn Roe v. Wade. He released a list to prove it: https://t.co/70ACZIWMr2…	1820	0			
7.89E+17	10/20/2016 1:16	This was not actually a hard question.					
							
"I strongly support Roe v. Wade."""" —Hillary #DebateNight"""	4370	12243					
7.89E+17	10/20/2016 1:15	"RT @TheBriefing2016: Unlike 92% of Americans, Trump does not support expanding background checks for gun sales. #debate https://t.co/5v3LEu…"	1026	0			
7.89E+17	10/20/2016 1:13	"""I see no conflict in saving people’s lives and defending the 2nd Amendment."" #DebateNight https://t.co/SCWq1z3m6C"	5588	10964			
7.89E+17	10/20/2016 1:11	"The Supreme Court needs to stand on the side of the American people, not on the side of the powerful and wealthy. https://t.co/A9Q1R3xWrm"	1733	5085			
7.89E+17	10/20/2016 1:07	This election is over in 20 days—but the decision we make will affect our country for generations.  #DebateNight https://t.co/SfQM2FdOAr	2503	5600			
7.89E+17	10/20/2016 1:04	#DebateNight https://t.co/CkUnCp2o0F	2464	6840			
7.89E+17	10/20/2016 0:56	Got her back? #DebateNight https://t.co/GpNCJMEOGM	4715	16771			
7.89E+17	10/20/2016 0:41	Can you say you stepped up when it counted most? Chip in before tonight's #debate to show you're on Hillary's team: https://t.co/3yjNk7jCv4	1015	3354			
7.89E+17	10/20/2016 0:13	Follow @TheBriefing2016 during tonight's debate so you can help hold Trump accountable to the facts. RT to spread the word. #DebateNight	2629	3907			
7.89E+17	10/19/2016 23:44	"When it comes to policy plans, there's no comparing Hillary and Trump. #DebateNight https://t.co/LbSCHp6bNM"	997	2664			
7.89E+17	10/19/2016 22:22	Maybe there's a reason Donald Trump refuses to release a real plan to combat ISIS. #Debate https://t.co/5cEorgljt3	3397	7430			
7.89E+17	10/19/2016 21:01	"Trump says disqualifying things almost every day—but his policy ""plans"" matter too. We put them next to Hillary's: https://t.co/mfSjPAEuwD"	1750	4611			
7.89E+17	10/19/2016 20:31	"RT @TheBriefing2016: Trump is so divisive and offensive, you almost forget his policies are terrible too. https://t.co/A59Zk44qPp"	2760	0			
7.89E+17	10/19/2016 20:20	"In 1994, Ryan Moore made an impression on First Lady Hillary Clinton—and she him: ""She has helped make me into the… https://t.co/C1iAjYpoMn"	2849	8456			
7.89E+17	10/19/2016 19:27	"When there are no ceilings, the sky's the limit. https://t.co/u72wraOmhX https://t.co/a5BnlRg0sF"	1390	4247			
7.89E+17	10/19/2016 18:59	Do your part to hold Donald Trump to the truth. Follow @TheBriefing2016 during tonight's debate for live fact-checking. #Debates	1921	4904			
7.89E+17	10/19/2016 18:04	"If this man's resume landed on your desk, would you hire him for anything? https://t.co/y8mWl3kkXe"	1628	3767			
7.89E+17	10/19/2016 17:45	Spoiler alert: He was actually wrong. #Debate https://t.co/EVaiJio993	1571	4412			
7.89E+17	10/19/2016 17:12	A #debate preview that says it all. https://t.co/vnn4VMByLB	2163	4899			
7.89E+17	10/19/2016 16:14	Donald Trump is good at one thing—driving his companies into the ground.					
							
"And now he wants the keys to the U.S. eco… https://t.co/4ruapfFi7Q"""	6740	12919					
7.89E+17	10/19/2016 15:07	Tonight is the final presidential debate. RT this if you're with Hillary. #Debate https://t.co/a6IJYb1xCi	16170	17488			
7.89E+17	10/19/2016 14:45	RT @TheDemocrats: We are Democrats. Let’s make some more history: https://t.co/F6LZvxQSYV https://t.co/et8Pqu8uBu	1758	0			
7.89E+17	10/19/2016 14:25	A man you can bait with a tweet is not a man we can trust with nuclear weapons. https://t.co/YZJvqHDkkq	5542	12404			
7.89E+17	10/19/2016 12:55	"On November 9, what kind of world do you want to wake up in? https://t.co/nN0EN1MFpd"	1271	3947			
7.89E+17	10/19/2016 11:51	"Even if Trump's bullying, bigotry, and misogyny weren't disqualifying, his policies would be. https://t.co/9WyNBzycQc"	6782	13844			
7.89E+17	10/19/2016 2:07	"Check out our new tool: Every time @realDonaldTrump tweets something offensive, automatically donate. https://t.co/6pWTY4BPhY"	1970	5323			
7.89E+17	10/19/2016 1:14	"Trump reportedly asked this about nuclear weapons: ""If we have them, why can't we use them?"""					
							
"We can't let him beco… https://t.co/u3YYU5jbhP"""	11537	20147					
7.89E+17	10/19/2016 0:34	Grateful to everyone who performed and turned out at #BroadwayForHillary. A great reminder about how important it i… https://t.co/BnGOv2trkB	2651	9336			
7.89E+17	10/19/2016 0:01	"Ryan talks about living with a disability—and befriending Hillary back in 1994: ""She looks at me the way I always w… https://t.co/g0XeBjLbTT"	4790	13659			
7.89E+17	10/18/2016 22:58	The fate of the Supreme Court hinges on the choice we make in 21 days. Here's what's at stake: https://t.co/5fbqR2mDy2	1787	4137			
7.89E+17	10/18/2016 22:22	Automatically donate every time Trump tweets something offensive with our new tool: https://t.co/XcTt51uKsd https://t.co/WPM1I9yeVv	2701	6205			
7.88E+17	10/18/2016 21:19	RT @JoeBiden: Be one of the millions of Americans who vote before Election Day. Head to https://t.co/tu6W6eS9xR for more information. https…	3169	0			
7.88E+17	10/18/2016 21:08	"""In the quiet moments backstage or at the end of a long day, I find myself thinking about my mother.""… https://t.co/tEFEXQ5OYP"	2194	10019			
7.88E+17	10/18/2016 20:18	Carter.					
Bush.							
Clinton.							
Bush.							
Obama.							
							
"Not one of them believes Donald Trump has what it takes to be president. https://t.co/PJSn0KxJPj"""	12042	27945					
7.88E+17	10/18/2016 20:00	RT @BrynneCraig: Loved chatting with @BuffyWicks for the @TheRivetersPod about what's at stake in this election! #ImWithHer https://t.co/pj…	214	0			
7.88E+17	10/18/2016 17:55	"“Two words give us hope: Madam President."" —@VogueMagazine in its first presidential endorsement https://t.co/2xBHFpChFu"	4486	14090			
7.88E+17	10/18/2016 17:02	"Ryan talks about living with a disability—and befriending Hillary back in 1994: ""She looks at me the way I always w… https://t.co/8O6vwG3YgY"	8863	22465			
7.88E+17	10/18/2016 16:25	RT @voguemagazine: Vogue endorses @HillaryClinton for president of the United States: https://t.co/4zstNuUu16 https://t.co/k9tS50Gxy5	5814	0			
7.88E+17	10/18/2016 15:13	"RT @ChelseaClinton: What a wonderful tribute to Mrs. Obama &amp; the incredible role model she’s been to countless people, including me https:/…"	5330	0			
7.88E+17	10/18/2016 14:49	"RT @BernieSanders: Progressive economists agree: @HillaryClinton's economic agenda will reduce inequality, raise wages and create jobs. htt…"	3517	0			
7.88E+17	10/18/2016 14:33	Our metric for success should be how many kids can go as far as their dreams and hard work will take them. https://t.co/e2VOrqh2gi	2907	8990			
7.88E+17	10/18/2016 13:57	RT @harpersbazaarus: .@HillaryClinton kicks off BAZAAR's #WomenWhoDare issue with a powerful and inspiring essay about her mother: https://…	1049	0			
7.88E+17	10/18/2016 13:04	Two maps that show why no one can afford to stay home on Election Day. https://t.co/fenfom4oPl	2425	4768			
7.88E+17	10/18/2016 1:16	Our progress is on the ballot.					
Tolerance is on the ballot.							
Democracy is on the ballot.							
							
"Make a plan to vote:… https://t.co/ywyzFUKNZi"""	6934	15936					
7.88E+17	10/18/2016 0:11	"When Hillary learned that the families of the fallen were only promised $12,000 in benefits, she took action. https://t.co/z9YFcTwYEv"	2639	6378			
7.88E+17	10/17/2016 23:05	"""She’s a tested, unshakable leader."" —@LasVegasSun endorsing Hillary: https://t.co/8Px21Dz3sx"	1615	5167			
7.88E+17	10/17/2016 22:17	Election Day is almost here. Make a plan to join your friends and millions across the country to vote on November 8… https://t.co/qo68WvJuCB	2255	5773			
7.88E+17	10/17/2016 21:39	RT @CMichaelHuntley: Beyonce ended a performance with an urgent plea to young people everywhere about this November.  https://t.co/azeigO0p…	1182	0			
7.88E+17	10/17/2016 20:31	"Don't forget, Florida: Your voter registration deadline is tomorrow, 10/18 at 5pm ET. Make sure you're registered a… https://t.co/e6KilfrTzn"	2703	4875			
7.88E+17	10/17/2016 19:03	RT @Mariska: Thank you @ELLEmagazine for letting me share why #ImWithHer #StrongerTogether 					
"https://t.co/Xp5JoRVXPh"""	3614	0					
7.88E+17	10/17/2016 18:14	"We have an important job for lawyers and law students—but not actors. Sorry, @MrJoshCharles. Text LAWYERS to 47246… https://t.co/tuDqRN8o90"	3963	9162			
7.88E+17	10/17/2016 17:03	Barack Obama’s greatest strength? “Probably that I’m always early.” https://t.co/3TKJ4H68Kz https://t.co/wYVh8AgHGt	7188	16482			
7.88E+17	10/17/2016 15:45	We can't let Donald Trump bully his way to the presidency. https://t.co/WPLMpkLFYS	6664	16043			
7.88E+17	10/17/2016 14:35	RT @HoustonChron: We found it civically vital to reprint our recommendation for @HillaryClinton in 4 languages widely spoken here https://t…	2831	0			
7.88E+17	10/17/2016 13:55	Only 71 left! Hurry and save $10 on the Art of Politics tote here: https://t.co/28PCWA4QVZ https://t.co/iV1OowtWAe	339	1165			
7.88E+17	10/17/2016 11:45	There are a lot of bullies in this world. The last thing we need is one in the White House. https://t.co/M0owOglPjy	24766	56380			
7.88E+17	10/17/2016 1:35	Photos that help remind us that this election is about building a country we can all be proud of—together. https://t.co/IfICuWqDgL	2143	7462			
7.88E+17	10/17/2016 0:54	"RT @RaquelWillis_: If you need motivation to vote, here's Beyoncé giving an impromptu word about #Election2016. https://t.co/78AaQDWkc3"	11606	0			
7.88E+17	10/16/2016 23:56	We make our country greater when we widen the circle of opportunity and invite more people in:… https://t.co/FmUWoDvOSl	2297	7627			
7.88E+17	10/16/2016 22:11	"When Trump and Pence attack Planned Parenthood, they're attacking millions of Americans. https://t.co/9xsaHAjAZO"	7597	15704			
7.88E+17	10/16/2016 21:57	RT @HFA: Hillary knows it and @PPFA knows it. That's why we're proud to stand with them. #100YearsStrong https://t.co/p5TV0Zab59	2431	0			
7.88E+17	10/16/2016 21:13	The attack on the Orange County HQ @NCGOP office is horrific and unacceptable. Very grateful that everyone is safe.	7503	20674			
7.88E+17	10/16/2016 20:12	"Where does Trump get his talking points from? Often this alt-right conspiracy theorist, Alex Jones. (Watch all the… https://t.co/YoP8rvXX9d"	13424	20696			
7.88E+17	10/16/2016 19:25	"RT @POTUS: For a century, Planned Parenthood has made it possible for women to determine their own lives. Here's to another #100YearsStrong."	36271	0			
7.88E+17	10/16/2016 19:09	"From birth control to cancer screenings, Planned Parenthood has provided care for millions. That's worth celebratin… https://t.co/wbB4NrBon7"	7364	22759			
7.88E+17	10/16/2016 16:19	"RT @CecileRichards: Thank you @HillaryClinton &amp; everyone fighting for autonomy &amp; health for all. 100 years, and we're just getting started.…"	2704	0			
7.87E+17	10/16/2016 1:13	It is our obligation as Americans to dig deep in doing whatever we can to build the kind of future we want for ours… https://t.co/PWo7T7lzAy	4282	15507			
7.87E+17	10/16/2016 0:06	"When we all show up on November 8, we'll secure @POTUS's legacy and build on our progress: https://t.co/tTgeqy51PU https://t.co/SSqkG4SxLh"	3247	9854			
7.87E+17	10/15/2016 23:54	"RT @Hillary_esp: Celebramos la trayectoria de Sonia Sotomayor, una pionera que ha abierto el camino para muchos otros. #HispanicHeritageMon…"	1322	0			
7.87E+17	10/15/2016 23:11	"Colin knows Hillary—not as first lady, secretary of state, or senator—but as his mom's best friend. Read his letter: https://t.co/MeqyAXQocS"	2504	7656			
7.87E+17	10/15/2016 22:31	RT @TheBriefing2016: The connections between Trump and Russia are real...and they're cause for concern. https://t.co/ZaP9KdFFyC	6230	0			
7.87E+17	10/15/2016 21:55	"A conversation with Hillary's best friend Betsy about breakups, prom dates, and skateboards: https://t.co/fXiEv1GW1L"	1881	7323			
7.87E+17	10/15/2016 20:01	"""If we keep at it the way Hillary has kept at it decade after decade, progress happens."" —@POTUS https://t.co/pNsmg4T4H4"	2490	8699			
7.87E+17	10/15/2016 19:45	"RT @rosenbergerlm: .@HillaryClinton on disrupted terror plot in Kansas aimed at Somali community.  ""This plot is an affront to all American…"	1996	0			
7.87E+17	10/15/2016 19:10	"This election will have record turnout, because voters see through Trump’s shameful attempts to undermine it just w… https://t.co/sz67JPKzjx"	5789	16049			
7.87E+17	10/15/2016 18:33	RT @heraldleader: Editorial endorsement: Hillary Clinton is the clear choice for president https://t.co/r3qoAZ6EpV https://t.co/iqZ98u4fv4	2463	0			
7.87E+17	10/15/2016 17:53	"Chip in now to get your free sticker, inspired by @FLOTUS: https://t.co/r6GJ3jExd7"	855	3238			
7.87E+17	10/15/2016 17:07	"On Election Day, let's show what it means to be stronger together: https://t.co/tTgeqy51PU https://t.co/2F5bBWirme"	2565	7349			
7.87E+17	10/15/2016 15:50	"""It’s time to fight back against Donald Trump &amp; deport his presidential dreams to the dustbin of history."" —@Latina https://t.co/PvF1nPgK9q"	3018	8184			
7.87E+17	10/15/2016 15:03	"""Don't fall for the easy cynicism that says your vote doesn't matter...Your vote matters."" —@POTUS… https://t.co/67EeEIpEhy"	2757	6974			
7.87E+17	10/15/2016 14:14	"""I'm going to be the voice of the voiceless."" —Gwen Carr, mother of Eric Garner, on her work to reform policing pra… https://t.co/t2AMLWiTN3"	4023	11623			
7.87E+17	10/15/2016 2:18	"We need end-to-end reform in our criminal justice system. Not half measures, but full measures:… https://t.co/eIyDPzohwA"	3088	8043			
7.87E+17	10/15/2016 1:02	We've come too far to turn back now. Make sure you're registered to vote: https://t.co/tTgeqxNqYm https://t.co/MVqZYXuA5c	4004	9782			
7.87E+17	10/15/2016 0:09	It's incomprehensible that our laws would protect gun makers over Sandy Hook families. We need to fix this. https://t.co/96uBe92wPi	4261	10867			
7.87E+17	10/14/2016 22:59	We couldn't be more lucky to have someone with Anne's talent and experience out on the campaign trail. https://t.co/hux2fvnPCF	3938	13763			
7.87E+17	10/14/2016 22:21	"Meet six-year-old Jaylon and his mom—residents of Flint, Michigan, and friends of Hillary's: https://t.co/jMYzbjgi69"	2808	7947			
7.87E+17	10/14/2016 21:25	"RT @timkaine: We're up in the polls—that's great. But when the wind's at your back, it's time to run faster. Be a part of this: https://t.c…"	3248	0			
7.87E+17	10/14/2016 20:46	"""We are Black, we are proud, and here’s why we are working to elect Hillary."" @HFA staffers on why they're with her… https://t.co/g54tZFxDIH"	3308	9353			
7.87E+17	10/14/2016 20:34	RT @mayaharris_: .@13THFilm a stark reminder the fight for racial justice isn’t past—it’s here &amp; now &amp; requires us all to do our part https…	2000	0			
7.87E+17	10/14/2016 19:16	RT @MarleeMatlin: My response to recent media reports - Marlee. https://t.co/Mkrbh47dUO	23127	0			
7.87E+17	10/14/2016 18:09	"One adviser called Hillary's efforts to get kids health insurance a ""one-woman army inside the White House."" https://t.co/TyaMQGNZ7w"	1842	5316			
7.87E+17	10/14/2016 17:41	RT @TheEllenShow: I watched @FLOTUS Michelle Obama’s incredible speech. I asked @HillaryClinton about it. https://t.co/pEFbg29hP5	1826	0			
7.87E+17	10/14/2016 16:15	"""Everyone knows how bright she is and how resilient she is, but...they're going to see how much she cares."" —… https://t.co/KEYOkacIVw"	4013	11562			
7.87E+17	10/14/2016 15:53	"""All the progress we've made these last 8 years is on the ballot."" —@POTUS"					
							
"Make sure you're ready to vote: https://t.co/tTgeqxNqYm"""	754	2082					
7.87E+17	10/14/2016 15:50	"""Donald Trump’s closing argument is, ‘What do you have to lose?’"					
							
"The answer is everything.” —@POTUS https://t.co/tTgeqxNqYm"""	1040	2870					
7.87E+17	10/14/2016 15:47	"""You have a chance to reject the politics of fear. You can lift up again the politics of hope.” —@POTUS https://t.co/tTgeqxNqYm"	591	1284			
7.87E+17	10/14/2016 15:46	"""Change is possible, but it doesn’t just depend on one person—it depends on all of us.” —@POTUS https://t.co/iWKBOE1i18 #StrongerTogether"	600	1393			
7.87E+17	10/14/2016 15:44	"""She knows that in a democracy as big and diverse as this, we can't demonize each other.” —@POTUS on Hillary"	526	1465			
7.87E+17	10/14/2016 15:38	"""He may be up at 3am, but it’s because he’s tweeting insults at somebody who got under his skin.” —@POTUS on Trump"	1022	2686			
7.87E+17	10/14/2016 15:37	“She's got the knowledge and experience and the temperament to be the next Commander-in-Chief.” —@POTUS on Hillary	610	1496			
7.87E+17	10/14/2016 15:30	"""She's in the arena for you, fighting every day to make sure everybody gets a fair shake.” —@POTUS on Hillary"	581	1501			
7.87E+17	10/14/2016 15:29	"""Hillary is one of the smartest, toughest, best-prepared, most experienced candidates to ever run for this job.” —@POTUS"	791	1873			
7.87E+17	10/14/2016 15:27	"""You can go vote early right now. Early voting started on Wednesday...go to https://t.co/NMfdtl5Szg."" —@POTUS in Ohio"	1701	5171			
7.87E+17	10/14/2016 15:18	RT @HillaryforOH: HAPPENING NOW: @POTUS speaks at our #OHVotesEarly rally in Cleveland about what’s at stake in this election! Watch: https…	547	0			
7.87E+17	10/14/2016 14:47	RT @Latina: .@Latina officially endorses @HillaryClinton. The only thing that needs to be deported is a Donald Trump presidency: https://t.…	2464	0			
7.87E+17	10/14/2016 14:35	"What's ""smart"" about not funding America's military, schools, or health care for kids? https://t.co/whcL5OfeaW"	1205	3412			
7.87E+17	10/14/2016 13:56	"""If you vote for someone other than Hillary—or if you don't vote at all—then you are helping to elect her opponent.… https://t.co/z86IXad0uV"	23794	45483			
7.87E+17	10/14/2016 11:54	"""If we let Hillary's opponent win this election, then we are sending a clear message to our kids."" —@FLOTUS… https://t.co/8HafT5zLb4"	7670	16587			
7.87E+17	10/14/2016 2:01	"""We can save our planet while creating millions of clean energy jobs."" —Hillary"					
							
"Here's how: https://t.co/NynHbi0UsK https://t.co/xyhWMFRN6c"""	3325	8502					
7.87E+17	10/14/2016 1:07	"Six reasons you need to vote, courtesy of @FLOTUS. https://t.co/LbjrZiLL3C https://t.co/vLZBKik1IC"	3129	8170			
7.87E+17	10/14/2016 0:14	"Thank you, @FLOTUS. https://t.co/njbmWdvjtv"	4171	16776			
7.87E+17	10/13/2016 22:55	"""Nobody can fully know what it’s like to manage a global crisis…but I tell you nobody’s been closer to those decisi… https://t.co/ZnIFtRF4SK"	3783	12917			
7.87E+17	10/13/2016 22:18	.@FLOTUS just gave one of the most powerful and emotional speeches of this election. Read it here: https://t.co/UOGn3MlxVv	5437	15275			
7.87E+17	10/13/2016 21:17	"""I would like to extend my warmest congratulations to António Guterres on his appointment as the next Secretary-Gen… https://t.co/jU6vgnl4Mj"	2062	8140			
7.87E+17	10/13/2016 20:02	Every minute of Michelle Obama’s 30 minute speech today is worth watching. https://t.co/ZlEX3YaU6a	31509	64631			
7.87E+17	10/13/2016 18:45	".@FLOTUS, I'm in awe. Thanks for putting into words what's in so many of our hearts. -H"	9863	38356			
7.87E+17	10/13/2016 18:30	"""Ms. Clinton will prove a worthy example to girls who celebrate the election of America’s first female president.” https://t.co/Fo7uO64qqB"	2727	8680			
7.87E+17	10/13/2016 17:35	"""Now is the time for all of us to stand up and say enough is enough. This has got to stop right now."" —@FLOTUS on T… https://t.co/ANs1w2baVm"	11272	26206			
7.87E+17	10/13/2016 17:01	"“In difficult times, we don’t discard our highest ideals, we rise up to meet them.” —@FLOTUS"	1446	4302			
7.87E+17	10/13/2016 17:00	"""On November 8, we can show our children that we reject hatred and fear.” —@FLOTUS: https://t.co/tTgeqxNqYm https://t.co/0pnvt9gqM9"	2455	6042			
7.87E+17	10/13/2016 16:59	"""If we have a president who...brags about sexually assaulting women, then how can we maintain our moral authority in the world?"" —@FLOTUS"	1704	3531			
7.87E+17	10/13/2016 16:58	"""Remember, when they go low, we go high.” —@FLOTUS: https://t.co/tTgeqxNqYm"	803	2055			
7.87E+17	10/13/2016 16:55	"""We as women have all the power we need to determine the outcome of this election.” —@FLOTUS https://t.co/tTgeqxNqYm"	723	1670			
7.87E+17	10/13/2016 16:54	"""No one could be more qualified for this job than Hillary, no one.” —@FLOTUS"	800	2165			
7.87E+17	10/13/2016 16:53	"""Now is the time for all of us to stand up and say, enough is enough.” —@FLOTUS on Trump https://t.co/rLgM6tYu8V"	2324	4205			
7.87E+17	10/13/2016 16:52	RT @ladygaga: .@FLOTUS watching you speak on @CNN in New Hampshire in tears. You are a true role model and leader.	4492	0			
7.87E+17	10/13/2016 16:52	“Hillary Clinton has never quit on anything in her life.” —@FLOTUS	716	1747			
7.87E+17	10/13/2016 16:49	"“Strong men, men who are truly role models, don’t need to put down women to make themselves feel powerful.” —@FLOTUS"	2252	3876			
7.87E+17	10/13/2016 16:48	"RT @JoyAnnReid: Michelle Obama is speaking so much truth right now, and so eloquently. This is not normal. It's not politics. It's indecent…"	3135	0			
7.87E+17	10/13/2016 16:48	"""The men in my life do not talk about women like this, and I know that my family is not unusual.” —@FLOTUS"	951	2332			
7.87E+17	10/13/2016 16:47	“To dismiss this as everyday ‘locker room talk’ is an insult to decent men everywhere.” —@FLOTUS	1144	2276			
7.87E+17	10/13/2016 16:45	"""This was not just 'locker room banter.' This was a powerful individual speaking freely &amp; openly about predatory behavior” —@FLOTUS on Trump"	1105	2156			
7.87E+17	10/13/2016 16:44	“I can’t believe I’m saying a candidate for president of the United States has bragged about sexually assaulting women.” —@FLOTUS	1410	2858			
7.87E+17	10/13/2016 16:39	“The measure of any society is how it treats its women and girls.” —@FLOTUS https://t.co/SwCSNpqfJ2	1776	3182			
7.87E+17	10/13/2016 16:36	.@FLOTUS is in New Hampshire talking about what's at stake in this election. Watch live: https://t.co/NLhXJtQYOj	1160	4679			
7.87E+17	10/13/2016 15:45	"“We cannot afford to squander this opportunity, particularly given the alternative.” —@FLOTUS:… https://t.co/a3Jxuhckp2"	2819	7626			
7.87E+17	10/13/2016 15:02	"Today marks 241 years of service and sacrifice from the @USNavy. To all sailors serving, past and present, and their families—thank you."	2510	10040			
7.87E+17	10/13/2016 13:18	"""Hillary Clinton has the potential to be an excellent president of the United States."" —@WashingtonPost https://t.co/Fo7uO64qqB"	2824	8285			
7.87E+17	10/13/2016 11:41	RT @washingtonpost: The Washington Post's editorial board endorses Hillary Clinton for president https://t.co/mmZohyPrR1 https://t.co/k2fQK…	4329	0			
7.86E+17	10/13/2016 2:41	"""Can I just say, I am really into electing Hillary Clinton.” —@POTUS: https://t.co/tTgeqxNqYm https://t.co/CHAbLbmESN"	4523	13356			
7.86E+17	10/13/2016 1:14	https://t.co/4RVbA6X0BJ	1585	5916			
7.86E+17	10/13/2016 1:13	We have to win this election.	15688	56096			
7.86E+17	10/13/2016 1:03	RT @creynoldsnc: HFA statement from @jmpalmieri on tonight's troubling Trump revelations: https://t.co/dxs2PIm7Gz	1318	0			
7.86E+17	10/13/2016 0:21	"If we unite together, we will rise together. https://t.co/t6vQBNgWko"	3952	10776			
7.86E+17	10/12/2016 23:50	"RT @Hillary_esp: ""Como presidenta, solo Hillary Clinton protegerá a los DREAMERS y familias como las nuestras"" —@Astrid_NV. https://t.co/Y7…"	835	0			
7.86E+17	10/12/2016 22:59	"From rivals to colleagues to friends. Hillary and @POTUS, in photos: https://t.co/vOahLgn8AZ"	1329	4362			
7.86E+17	10/12/2016 22:27	"""The best choice, without a doubt, is Hillary Clinton."" —@SLTrib endorsing Hillary https://t.co/BCKVKCUzDz"	1748	5550			
7.86E+17	10/12/2016 20:47	“We need to show each other more kindness and support. The last thing we need in our country is more bullies.” —Hillary	2376	6599			
7.86E+17	10/12/2016 20:43	"“I’m going to double the child tax credit—that’s another $1,000 for young kids to pay for the things you need.” https://t.co/lrVTNbd0zf"	1266	3839			
7.86E+17	10/12/2016 20:40	Go to https://t.co/VkVm51nWIY to see how much you and your family could save under Hillary’s student debt plan.	653	1380			
7.86E+17	10/12/2016 20:39	"“If he wants to make America great again, start by making America with American steel.” —Hillary on Trump using Chinese steel"	964	2221			
7.86E+17	10/12/2016 20:32	"“We’ve got to get the economy working for everybody, not just those at the top.” —Hillary https://t.co/GuEupxMKKY"	653	1654			
7.86E+17	10/12/2016 20:29	"“I want every boy and girl to know, the American Dream is big enough for you. And there is a place in America for you.” —Hillary in Colorado"	863	2242			
7.86E+17	10/12/2016 20:24	"“I want to be the president, yes, for Democrats, but also for Republicans and Independents.” —Hillary in Colorado #StrongerTogether"	923	2447			
7.86E+17	10/12/2016 20:21	“We expect record numbers of people to vote in this presidential election.” —Hillary					
							
"Make sure you're one of them: https://t.co/tTgeqxNqYm"""	713	1702					
7.86E+17	10/12/2016 20:13	27 days to go &amp; Hillary’s hitting the trail in Colorado. Watch live: https://t.co/SS7vzl6huI					
							
"And register to vote: https://t.co/tTgeqxNqYm"""	1096	4038					
7.86E+17	10/12/2016 19:37	"Florida, good news! Your voter registration deadline is extended to Tuesday, October 18 at 5pm ET. Forms must be po… https://t.co/F94apvDU2N"	4227	9503			
7.86E+17	10/12/2016 19:03	Comparing 30 years of public service with…Trump. https://t.co/bNlSN29OZQ	1980	4830			
7.86E+17	10/12/2016 18:40	"""We don't disrespect women in our locker rooms."" —@KingJames https://t.co/JPJF8W17qu"	6163	14896			
7.86E+17	10/12/2016 18:32	RT @Peter_J_K: It's official: If Trump releases his tax returns veterans will get $6M+. Has he even paid taxes in the last 18 years? We des…	3614	0			
7.86E+17	10/12/2016 18:13	Progress is on the ballot. https://t.co/tTgeqy51PU https://t.co/6zg9Lr2wJJ	3267	6879			
7.86E+17	10/12/2016 17:53	"RT @nytimes: Donald Trump's tax plan would add to the federal debt and Hillary Clinton’s wouldn’t, study finds https://t.co/zdCGlX80Fu"	2111	0			
7.86E+17	10/12/2016 17:31	"In 2001, Hillary worked to support and rebuild New York after 9/11. Trump pocketed emergency funds for himself.… https://t.co/ooYm1JIvSO"	5560	9211			
7.86E+17	10/12/2016 16:44	RT @brosandprose: It's time for a history lesson: https://t.co/NhIHHtk05Q https://t.co/WPIIL1ZLGx	1338	0			
7.86E+17	10/12/2016 16:35	"RT @nicholaskitchel: Cecil is first in line to vote in Mahoning County: ""I wouldn't miss this because so many people fought for the right t…"	2846	0			
